Sl,Text,Extracted Name,Extracted Location,Extracted Organization
753,"['painewebber analyst marc cohen said he lowered his rating on newmont to neutral from attractive today because if newmont merged with santa fe, investors would have to wait until the second half of 1998 to realize earnings accretion.']","['marc', 'cohen']","['santa', 'fe']",['painewebber']
754,"['i think homestake could come in as a white knight, but how much is someone willing to come in above the newmont number.']",['knight'],[],[]
755,"['one would have to outbid by at least 15 percent, but there is going to be a( santa fe) deal with someone,']",[],['santa'],[]
756,['he said.'],[],[],[]
757,"['longer term, two to three years out,( a newmont-santa fe deal) is positive, it does all the right things.']",[],[],[]
758,"['but in the near-term it is, at worst, neutral,']",[],[],[]
759,['the analyst added.'],[],[],[]
760,['newmont proposed to santa fe a stock-swap merger at a ratio of 0.33'],[],['santa'],[]
761,['newmont shares for each santa fe shares.'],[],['santa'],[]
762,"['in friday new york stock exchange trade, newmonth was off 1/2 to 46-5/8 while santa fe added 1/4 to 15-1/8.']","['newmonth', 'santa', 'fe']",[],"['new', 'york', 'stock', 'exchange']"
763,"[""newmont said it wants to discuss a friendly deal with santa fe, which is almost always a euphemism for' we have more money in our pocket,'""]",['newmont'],"['santa', 'fe']",[]
764,"['said an arb, referring to a possible sweetened bid from newmont.']",[],[],[]
765,"[""two other arbs called newmont's move a""]",['newmont'],[],[]
766,['a 32 cent bid'],[],[],[]
767,"['because there is no formal tender offer, only the proposal letter']",[],[],[]
768,['mailed'],[],[],[]
769,"[""to santa fe's board.""]",[],"['santa', 'fe']",[]
770,"['-- wall street desk, 212-859-1734.']",[],[],"['wall', 'street', 'desk']"
771,['-docstart- russ berrie president to retire in july.'],[],['russ'],[]
772,"['oakland, n.j.']",[],"['oakland', 'n.j.']",[]
773,['1996-12-06 russ berrie and co inc said on friday that a.'],['a.'],[],"['russ', 'berrie', 'and', 'co', 'inc']"
774,"['curts cooke will retire as president and chief operating officer effective july 1, 1997.']","['curts', 'cooke']",[],[]
775,"['cooke will provide consulting services to the company through july 1, 1998, and will continue to serve as a director, the toy and gift maker said.']",[],[],[]
776,['-docstart- zimbabwe executes convicted murderer.'],[],['zimbabwe'],[]
777,"['harare 1996-12-06 zimbabwe hanged a convicted murderer on friday, bringing to eight the number of executions carried out in the past year.']",[],"['harare', 'zimbabwe']",[]
778,['a statement said piniel sindiso ncube was hanged at dawn.'],"['piniel', 'sindiso']",[],['dawn']
779,"[""president robert mugabe's government has resisted pressure from local and international human rights groups to abolish the death sentence.""]","['robert', 'mugabe']",[],[]
780,['-docstart- multinational commander going back to east zaire.'],[],"['east', 'zaire']",[]
781,"['jonathan wright nairobi 1996-12-06 the canadian general in charge of a multinational force for eastern zaire said on friday he was going back to zaire for more information about the plight of about 165,000 rwandan refugees adrift in the countryside.']","['jonathan', 'wright']","['nairobi', 'zaire', 'zaire']",[]
782,"['lieutenant-general maurice baril told a news conference in nairobi his main concern was for a large group of about 150,000 refugees living off the land in a valley about 65 km( 40 miles) west of the eastern city of goma.']","['lieutenant-general', 'maurice', 'baril']","['nairobi', 'goma']",[]
783,"['if he decided it was necessary and safe for the aircrew, he would not hesitate to order airdrops of food for the refugees, even against the wishes of the government in kinshasa and the zairean rebels who control much of eastern zaire, he said.']",[],['zaire'],[]
784,"[""tomorrow i'm going into rwanda and my intention is to go across into eastern zaire and try to find out for the second time what the situation is on the ground,""]",[],"['rwanda', 'zaire']",[]
785,['he said.'],[],[],[]
786,['general baril saw rebel leader laurent kabila in goma last week but the rebels told him the crisis was over because most of the rwandan refugees have already gone home.'],"['laurent', 'kabila']",[],[]
787,"['the rebels do not want the multinational force to deploy on the ground, for fear it might help the zairean army regain control of the area.']",[],[],[]
788,"['kinshasa opposes airdrops, apparently because the food could fall into the hands of the rebels and their local supporters.']",[],[],[]
789,['canadian defence minister doug young said on thursday that the multinational force would probably not have to make food airdrops or intervene militarily in any major way.'],"['doug', 'young']",[],[]
790,"[""it does n't look as though they( airdrops) are going to be required in any significant way because the ngos( non-governmental organisations) are in that area on the border between zaire and rwanda,""]",[],"['zaire', 'rwanda']",[]
791,['young told reporters.'],['young'],[],[]
792,['but general baril said it would be premature to rule out any course of action until he had more information.'],['baril'],[],[]
793,['we hope that if the front moves forward or stabilises then we will have access( to the large group of refugees) with reconnaissance or humanitarian agencies.'],[],[],[]
794,"[""if they ca n't move because they are too weak, then we will probably consider very seriously using air delivery means( airdrops) ...it""]",[],[],[]
795,"[""'s complex, it's dangerous for the air crew that fly in there and it will have to be absolutely necessary.""]",[],[],[]
796,"[""if it is necessary, i wo n't hesitate to use it,""]",[],[],[]
797,['he said.'],[],[],[]
798,"['asked if he would disregard the objections of the zairean government, he said:']",[],[],[]
799,['it would have to be in the last resort.'],[],[],[]
800,['it would have to mean that tens of thousands of lives are in danger.'],[],[],[]
801,['do you think that i would have a conscience problem doing it or not at that time? and my mandate is also under chapter seven to operate in eastern zaire.'],[],['zaire'],[]
802,['under chapter seven of the u.n.'],[],[],['u.n.']
803,"['charter, the security council has wide powers to preserve peace and security.']",[],[],"['security', 'council']"
804,"[""i know their( the zairean government's) position and i know it's very delicate and we are very sensitive to their position also,""]",[],[],[]
805,['the general added.'],[],[],[]
806,"['he denied that his contacts, criticised by kinshasa, with the zairean rebels amounted to negotiations.']",[],[],[]
807,"[""i do n't negotiate,""]",[],[],[]
808,['he said.'],[],[],[]
809,"[""i coordinate with those who are holding ground and that's a wise thing to do.""]",[],[],[]
810,"[""when we do n't know where the front is, we do n't know what the risk is.""]",[],[],[]
811,"['baril said that apart from the group of 150,000, u.s.']",['baril'],['u.s.'],[]
812,"['and british reconnaissance plans had tracked two much smaller groups of refugees -- one of up to 1,000 north of the town of masisi and one of up to 8,000 on the road from bukavu west to kindu.']",[],"['masisi', 'bukavu', 'west', 'kindu']",[]
813,"['the kisangani office of the medical charity medecins sans frontieres said on friday that more than 100,000 refugees were trekking northwest from the goma-bukavu area and many of them were now in the town of walikale.']","['sans', 'frontieres']","['goma-bukavu', 'walikale']","['medical', 'charity', 'medecins']"
814,"['the general did not mention these refugees, who are on the outer limit of the strip the planes have been checking.']",[],[],[]
815,['-docstart- mauritius put on cyclone alert.'],[],['mauritius'],[]
816,['port louis 1996-12-06 mauritian authorities put the indian ocean island on cyclone alert on friday.'],['mauritian'],"['indian', 'ocean']",[]
817,['the weather services office said the centre of the intense tropical cyclone daniella was 570 km( 310 miles) north by northwest of the island on friday afternoon and was moving south by southwest at eight km an hour( four knots).'],[],"['intense', 'daniella']",['services']
818,"['although not threatening mauritius directly, it is coming closer to the island and could change direction, it added.']",[],['mauritius'],[]
819,"['winds up to 75 km an hour( 40 knots) could blow over mauritius during the night of friday to saturday, it said.']",[],['mauritius'],[]
820,['the weather in the capital port louis was heavily cloudy on friday afternoon with occasional showers.'],[],"['port', 'louis', 'cloudy']",[]
821,['the northeastern coast of the nearby island of madagascar has also gone on alert.'],[],['madagascar'],[]
822,['-docstart- u.n.'],[],[],['u.n.']
823,['evacuates staff from central african republic.'],[],"['central', 'african', 'republic']",[]
824,"['abidjan 1996-12-06 the united nations evacuated its staff in the central african republic on friday because of mounting violence in a two-week-old army mutiny in the capital, a u.n.']",[],"['abidjan', 'central', 'african', 'republic']","['united', 'nations', 'u.n.']"
825,['official said.'],[],[],[]
826,['the official from the u.n.'],[],[],['u.n.']
827,"['refugee agency unhcr said a chartered plane had picked up the staff from bangui and was heading for abidjan, ivory coast.']","['unhcr', 'chartered']","['abidjan', 'ivory', 'coast']",[]
828,['-docstart- senegal proposes foreign minister for u.n.'],[],['senegal'],['u.n.']
829,['post.'],[],[],[]
830,"[""dakar 1996-12-06 senegal's president abdou diouf said on friday he was proposing his foreign minister moustapha niasse for the post of united nations secretary-general.""]","['1996-12-06', 'abdou', 'diouf', 'moustapha', 'niasse']","['dakar', 'senegal']","['post', 'of', 'united', 'nations']"
831,['diouf announced his intention to reporters when he returned from the franco-african summit in burkina faso where an african successor to secretary-general boutros boutros-ghali was discussed.'],"['diouf', 'boutros', 'boutros-ghali']","['franco-african', 'summit', 'burkina', 'faso']",[]
832,['the united states has vetoed a second term for the egyptian but left the door open for another african candidate.'],[],"['united', 'states']",[]
833,"['if africa does not wish to lose its turn we have to act fast,']",[],['africa'],[]
